CaseStudy,Reference,Scenario,fci_class,tci_class,fixed_op_class,total_op_class,annual_op_class,elect_intens_class,catchem_class,other_class,wr_const_class,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,electrodialysis_reversal,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,electrodialysis_reversal,treatment,electrodialysis_reversal,"hydrochloric_acid_addition_2,smp","outlet,waste",
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,lp_transfer_pump,outlet,{'dose': 5}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_a,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_a,"agriculture,ph_adjustment","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,ph_adjustment,lp_transfer_pump_2,outlet,{'unit_process_name': 'passthrough'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_b,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_b,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'agriculture'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
INDUSTRIAL,,,,,,,,,,,,,,,,,
iron_and_steel_a,nawi,baseline,,,,,,,5,,,well_field,intake,well_field,raw_water_pump1,outlet,{'water_type': ['steel_oily_ww']}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,primary_separator,outlet,{'unit_process_name': 'raw_water_pump1'}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,basic_unit,treatment,primary_separator,"coagulant_addition,tramp_oil_tank","outlet,waste",{'unit_process_name': 'primary_separator'}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,coagulant_addition,intake,coagulant_addition,coag_and_floc,outlet,"{'dose': 30, 'water_type': ['hot_mill_blowdown']}"
iron_and_steel_a,nawi,baseline,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,caustic_soda_addition,outlet,"{'alum_dose': 10, 'polymer_dose': 0.1}"
iron_and_steel_a,nawi,baseline,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,dissolved_air_flotation,outlet,{'dose': 30}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,basic_unit,treatment,dissolved_air_flotation,treated_storage,outlet,{'unit_process_name': 'air_flotation'}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,discharge,outlet,{'hours': 1}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,basic_unit,use,discharge,,,{'unit_process_name': 'discharge'}
iron_and_steel_a,nawi,baseline,,,,,,,5,,,basic_unit,waste,tramp_oil_tank,,,{'unit_process_name': 'tramp_oil_tank'}
,,,,,,,,,,,,,,,,,
iron_and_steel_b,nawi,baseline,,,,,,,5,,,basic_unit,intake,raw_water_pump1,buffer_tank,outlet,"{'water_type': ['steel_metal_ww'], 'unit_process_name': 'raw_water_pump1'}"
iron_and_steel_b,nawi,baseline,,,,,,,5,,,basic_unit,treatment,buffer_tank,caustic_soda_addition,outlet,{'unit_process_name': 'buffer_tank'}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,caustic_soda_addition,treatment,caustic_soda_addition,lime_addition,outlet,{'dose': 3}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,lime_addition,treatment,lime_addition,aeration_tank,outlet,{'lime': 2.3}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,basic_unit,treatment,aeration_tank,coagulant_addition,outlet,{'unit_process_name': 'aeration_tank'}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,coagulant_addition,intake,coagulant_addition,lime_addition_2,outlet,"{'dose': 30, 'water_type': ['hot_mill_blowdown_b']}"
iron_and_steel_b,nawi,baseline,,,,,,,5,,,lime_addition,treatment,lime_addition_2,clarifier,outlet,{'lime': 2.3}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,basic_unit,treatment,clarifier,"treated_storage,landfill","outlet,waste",{'unit_process_name': 'clarifier'}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,discharge,outlet,{'hours': 1}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,basic_unit,use,discharge,,,{'unit_process_name': 'discharge'}
iron_and_steel_b,nawi,baseline,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
pulp_and_paper,nawi,baseline,,,,,,,5,,,basic_unit,intake,raw_water_pump1,sedimentation,outlet,"{'unit_process_name': 'raw_water_pump', 'water_type': ['main_sewer']}"
pulp_and_paper,nawi,baseline,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,aeration_basin1,outlet,{'settling_velocity': 0.005}
pulp_and_paper,nawi,baseline,,,,,,,5,,,basic_unit,intake,aeration_basin1,aeration_basin2,outlet,"{'unit_process_name': 'aeration_basin1', 'water_type': ['corrosive_sewer']}"
pulp_and_paper,nawi,baseline,,,,,,,5,,,basic_unit,treatment,aeration_basin2,"pulp_paper_use_2,pulp_paper_use","outlet,outlet","{'unit_process_name': 'aeration_basin2', 'split_fraction': [0.0311, 0.9689]}"
pulp_and_paper,nawi,baseline,,,,,,,5,,,passthrough,use,pulp_paper_use,,,
pulp_and_paper,nawi,baseline,,,,,,,5,,,basic_unit,use,pulp_paper_use_2,,,{'unit_process_name': 'discharge'}
pulp_and_paper_x,nawi,baseline,,,,,,,5,,,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,,,,,,,,,,
upw,nawi,baseline,,,,,,,5,,,holding_tank,intake,holding_tank,media_filtration,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2, 'water_type': ['fab25']}"
upw,nawi,baseline,,,,,,,5,,,media_filtration,treatment,media_filtration,"reverse_osmosis,municipal_wwtp","outlet,waste",
upw,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"ozone,fab_25,ro_stage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.11, 0.89]}"
upw,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_stage,"reverse_osmosis,municipal_wwtp","outlet,waste",{'erd': 'no'}
upw,nawi,baseline,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,media_filtration_2,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1.1 , 'ct': 1.2, 'mass_transfer': 0.8, 'aop': False}"
upw,nawi,baseline,,,,,,,5,,,media_filtration,treatment,media_filtration_2,"uv_aop,municipal_wwtp","outlet,waste",
upw,nawi,baseline,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,gac_gravity,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True}"
upw,nawi,baseline,,,,,,,5,,,gac_gravity,treatment,gac_gravity,"ultra_filtration,municipal_wwtp","outlet,waste",{'ebct': 30}
upw,nawi,baseline,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"media_filtration,municipal_wwtp,municipal_wwtp","outlet,outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,baseline,,,,,,,5,,,passthrough,treatment,fab_25,"ozone,media_filtration_3","outlet,outlet","{'unit_process_name': 'passthrough', 'split_fraction': [0.5, 0.5]}"
upw,nawi,baseline,,,,,,,5,,,media_filtration,treatment,media_filtration_3,"ultra_filtration_2,municipal_wwtp","outlet,waste",
upw,nawi,baseline,,,,,,,5,,,basic_unit,treatment,ultra_filtration_2,"gac_gravity_2,municipal_wwtp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,baseline,,,,,,,5,,,gac_gravity,treatment,gac_gravity_2,"reverse_osmosis_2,municipal_wwtp","outlet,waste",{'ebct': 30}
upw,nawi,baseline,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"cooling_supply,municipal_wwtp","outlet,waste",{'erd': 'no'}
upw,nawi,baseline,,,,,,,5,,,basic_unit,use,cooling_supply,,,{'unit_process_name': 'cooling_supply'}
upw,nawi,baseline,,,,,,,5,,,basic_unit,waste,municipal_wwtp,,,{'unit_process_name': 'municipal_wwtp'}
,,,,,,,,,,,,,,,,,
(what-if: ZLD-B: RO1 > Lime Softening > RO2 > Brine Concentrator > Evaporation Pond + Landfill),,,,,,,,,,,,,,,,,
upw,nawi,zld_a,,,,,,,5,,,holding_tank,intake,holding_tank,media_filtration,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2, 'water_type': ['fab25']}"
upw,nawi,zld_a,,,,,,,5,,,media_filtration,treatment,media_filtration,"reverse_osmosis,ozone","outlet,waste",
upw,nawi,zld_a,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"ozone,fab_25,ro_stage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.11, 0.89]}"
upw,nawi,zld_a,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_stage,"reverse_osmosis,ozone","outlet,waste",{'erd': 'no'}
upw,nawi,zld_a,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,media_filtration_2,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
upw,nawi,zld_a,,,,,,,5,,,media_filtration,treatment,media_filtration_2,"uv_aop,to_zld","outlet,waste",
upw,nawi,zld_a,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,gac_gravity,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True}"
upw,nawi,zld_a,,,,,,,5,,,gac_gravity,treatment,gac_gravity,"ultra_filtration,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_a,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"media_filtration,to_zld,to_zld","outlet,outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_a,,,,,,,5,,,passthrough,treatment,fab_25,"ozone,media_filtration_3","outlet,outlet","{'unit_process_name': 'passthrough', 'split_fraction': [0.5, 0.5]}"
upw,nawi,zld_a,,,,,,,5,,,media_filtration,treatment,media_filtration_3,"ultra_filtration_2,to_zld","outlet,waste",
upw,nawi,zld_a,,,,,,,5,,,basic_unit,treatment,ultra_filtration_2,"gac_gravity_2,to_zld","outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_a,,,,,,,5,,,gac_gravity,treatment,gac_gravity_2,"reverse_osmosis_2,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_a,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"cooling_supply,to_zld","outlet,waste",{'erd': 'no'}
upw,nawi,zld_a,,,,,,,5,,,passthrough,treatment,to_zld,evaporation_pond,outlet,{'unit_process_name': 'passthrough'}
upw,nawi,zld_a,4,4,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 25, 'solar_rad': 25}"
upw,nawi,zld_a,,,,,,,5,,,basic_unit,use,cooling_supply,,,{'unit_process_name': 'cooling_supply'}
upw,nawi,zld_a,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
(what-if: ZLD-B: RO1 > Lime Softening > RO2 > Brine Concentrator > Evaporation Pond + Landfill),,,,,,,,,,,,,,,,,
upw,nawi,zld_b,,,,,,,5,,,holding_tank,intake,holding_tank,media_filtration,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2, 'water_type': ['fab25']}"
upw,nawi,zld_b,,,,,,,5,,,media_filtration,treatment,media_filtration,"reverse_osmosis,ozone","outlet,waste",
upw,nawi,zld_b,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"ozone,fab_25,ro_stage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.11, 0.89]}"
upw,nawi,zld_b,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_stage,"reverse_osmosis,ozone","outlet,waste",{'erd': 'no'}
upw,nawi,zld_b,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,media_filtration_2,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
upw,nawi,zld_b,,,,,,,5,,,media_filtration,treatment,media_filtration_2,"uv_aop,to_zld","outlet,waste",
upw,nawi,zld_b,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,gac_gravity,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True}"
upw,nawi,zld_b,,,,,,,5,,,gac_gravity,treatment,gac_gravity,"ultra_filtration,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_b,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"media_filtration,to_zld,to_zld","outlet,outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_b,,,,,,,5,,,passthrough,treatment,fab_25,"ozone,media_filtration_3","outlet,outlet","{'split_fraction': [0.5, 0.5]}"
upw,nawi,zld_b,,,,,,,5,,,media_filtration,treatment,media_filtration_3,"ultra_filtration_2,to_zld","outlet,waste",
upw,nawi,zld_b,,,,,,,5,,,basic_unit,treatment,ultra_filtration_2,"gac_gravity_2,to_zld","outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_b,,,,,,,5,,,gac_gravity,treatment,gac_gravity_2,"reverse_osmosis_2,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_b,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"cooling_supply,to_zld","outlet,waste",{'erd': 'no'}
upw,nawi,zld_b,,,,,,,5,,,passthrough,treatment,to_zld,brine_concentrator,outlet,
upw,nawi,zld_b,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"cooling_supply,landfill","outlet,waste",
upw,nawi,zld_b,,,,,,,5,,,basic_unit,use,cooling_supply,,,{'unit_process_name': 'cooling_supply'}
upw,nawi,zld_b,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
(what-if: ZLD-C: RO1 > Lime Softening > RO2 > Brine Concentrator > Crystallizer > Landfill),,,,,,,,,,,,,,,,,
upw,nawi,zld_c,,,,,,,5,,,holding_tank,intake,holding_tank,media_filtration,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2, 'water_type': ['fab25']}"
upw,nawi,zld_c,,,,,,,5,,,media_filtration,treatment,media_filtration,"reverse_osmosis,ozone","outlet,waste",
upw,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"ozone,fab_25,ro_stage","outlet,outlet,waste","{'erd': 'no', 'split_fraction': [0.11, 0.89]}"
upw,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,ro_stage,"reverse_osmosis,ozone","outlet,waste",{'erd': 'no'}
upw,nawi,zld_c,4,4,,,,4,5,,4,ozone_aop,treatment,ozone,media_filtration_2,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'contact_time': 1, 'ct': 1, 'mass_transfer': 0.8, 'aop': False}"
upw,nawi,zld_c,,,,,,,5,,,media_filtration,treatment,media_filtration_2,"uv_aop,to_zld","outlet,waste",
upw,nawi,zld_c,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,gac_gravity,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'aop': True}"
upw,nawi,zld_c,,,,,,,5,,,gac_gravity,treatment,gac_gravity,"ultra_filtration,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"media_filtration,to_zld,to_zld","outlet,outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_c,,,,,,,5,,,passthrough,treatment,fab_25,"ozone,media_filtration_3","outlet,outlet","{'split_fraction': [0.5, 0.5]}"
upw,nawi,zld_c,,,,,,,5,,,media_filtration,treatment,media_filtration_3,"ultra_filtration_2,to_zld","outlet,waste",
upw,nawi,zld_c,,,,,,,5,,,basic_unit,treatment,ultra_filtration_2,"gac_gravity_2,to_zld","outlet,waste",{'unit_process_name': 'ultra_filtration'}
upw,nawi,zld_c,,,,,,,5,,,gac_gravity,treatment,gac_gravity_2,"reverse_osmosis_2,to_zld","outlet,waste",{'ebct': 30}
upw,nawi,zld_c,2.5,2.5,,,,2.5,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"cooling_supply,to_zld","outlet,waste",{'erd': 'no'}
upw,nawi,zld_c,,,,,,,5,,,passthrough,treatment,to_zld,brine_concentrator,outlet,
upw,nawi,zld_c,,,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"cooling_supply,crystallizer","outlet,waste",
upw,nawi,zld_c,,,,,,,5,,,crystallizer,treatment,crystallizer,"cooling_supply,landfill","outlet,waste",
upw,nawi,zld_c,,,,,,,5,,,landfill,waste,landfill,,,
upw,nawi,zld_c,,,,,,,5,,,basic_unit,use,cooling_supply,,,{'unit_process_name': 'cooling_supply'}
,,,,,,,,,,,,,,,,,
Conventional,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
kern_county,nawi,baseline,,,,,,,5,,,basic_unit,intake,primary_separator,sedimentation,outlet,"{'unit_process_name': 'primary_separator', 'water_type': ['produced_water']}"
kern_county,nawi,baseline,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,air_flotation,outlet,{'settling_velocity': 0.005}
kern_county,nawi,baseline,,,,,,,5,,,basic_unit,treatment,air_flotation,walnut_shell_filter,outlet,{'unit_process_name': 'air_flotation'}
kern_county,nawi,baseline,,,,,,,5,,,basic_unit,treatment,walnut_shell_filter,"blending_reservoir,landfill","outlet,waste",{'unit_process_name': 'walnut_shell_filter'}
kern_county,nawi,baseline,,,,,,,5,,,basic_unit,intake,blending_reservoir,irrigation,outlet,"{'unit_process_name': 'blending_reservoir', 'water_type': ['surface_water']}"
kern_county,nawi,baseline,,,,,,,5,,,basic_unit,use,irrigation,,,{'unit_process_name': 'irrigation'}
kern_county,nawi,baseline,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
"what-if: higher TDS (30-40 g/L) and Boron: adding electro dialysis, pH adjustment, and RO after walnut shell filter to compensate.  Goal of 450 TDS at output",,,,,,,,,,,,,,,,,
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,intake,primary_separator,sedimentation,outlet,"{'unit_process_name': 'primary_separator', 'water_type': ['produced_water']}"
kern_county,nawi,edr_ph_ro,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,air_flotation,outlet,{'settling_velocity': 0.005}
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,treatment,air_flotation,walnut_shell_filter,outlet,{'unit_process_name': 'air_flotation'}
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,treatment,walnut_shell_filter,"electrodialysis,landfill","outlet,waste",{'unit_process_name': 'walnut_shell_filter'}
kern_county,nawi,edr_ph_ro,,,,,,,5,,,electrodialysis_reversal,treatment,electrodialysis,"ph_adjustment,injection_well_disposal","outlet,waste",
kern_county,nawi,edr_ph_ro,,,,,,,5,,,sulfuric_acid_addition,treatment,ph_adjustment,reverse_osmosis,outlet,{'dose': 1}
kern_county,nawi,edr_ph_ro,3.5,3.5,,,,3.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"blending_reservoir,injection_well_disposal","outlet,waste",{'erd': 'no'}
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,intake,blending_reservoir,irrigation,outlet,"{'unit_process_name': 'blending_reservoir', 'water_type': ['surface_water']}"
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,use,irrigation,,,{'unit_process_name': 'irrigation'}
kern_county,nawi,edr_ph_ro,,,,,,,5,,,landfill,waste,landfill,,,
kern_county,nawi,edr_ph_ro,,,,,,,5,,,basic_unit,waste,injection_well_disposal,,,{'unit_process_name': 'injection_well_disposal'}
,,,,,,,,,,,,,,,,,
"what-if: higher TDS (30-40 g/L), adding microfiltration and RO to compensate.  Goal of 450 TDS at output",,,,,,,,,,,,,,,,,
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,intake,primary_separator,sedimentation,outlet,"{'unit_process_name': 'primary_separator', 'water_type': ['produced_water']}"
kern_county,nawi,ro_and_mf,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,air_flotation,outlet,{'settling_velocity': 0.005}
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,treatment,air_flotation,walnut_shell_filter,outlet,{'unit_process_name': 'air_flotation'}
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,treatment,walnut_shell_filter,"microfiltration,landfill","outlet,waste",{'unit_process_name': 'walnut_shell_filter'}
kern_county,nawi,ro_and_mf,,,,,,,5,,,microfiltration,treatment,microfiltration,"reverse_osmosis,injection_well_disposal","outlet,waste",
kern_county,nawi,ro_and_mf,3.5,3.5,,,,3.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"blending_reservoir,injection_well_disposal","outlet,waste",{'erd': 'no'}
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,intake,blending_reservoir,irrigation,outlet,"{'unit_process_name': 'blending_reservoir', 'water_type': ['surface_water']}"
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,use,irrigation,,,{'unit_process_name': 'irrigation'}
kern_county,nawi,ro_and_mf,,,,,,,5,,,basic_unit,waste,injection_well_disposal,,,{'unit_process_name': 'injection_well_disposal'}
kern_county,nawi,ro_and_mf,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
damodar,nawi,baseline,,,,,,,5,,,holding_tank,intake,holding_tank,microfiltration,outlet,"{'avg_storage_time': 24, 'surge_cap': 0.2,  'water_type': ['powder_river_basin_cbm']}"
damodar,nawi,baseline,,,,,,,5,,,microfiltration,treatment,microfiltration,"reverse_osmosis,waiv","outlet,waste",
damodar,nawi,baseline,3.5,3.5,,,,3.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"uv_aop,waiv","outlet,waste",{'erd': 'no'}
damodar,nawi,baseline,4,4,,,,4,5,,4,uv_aop,treatment,uv_aop,chlorination,outlet,"{'chemical_name': 'Hydrogen_Peroxide', 'dose': 5, 'uv_dose': 300, 'uvt_in': 0.95, 'aop': True}"
damodar,nawi,baseline,4,4,,,,,5,,,chlorination,treatment,chlorination,municipal_drinking,outlet,{'chemical_name': 'Chlorine'}
damodar,nawi,baseline,,,,,,,5,,,municipal_drinking,use,municipal_drinking,,,
damodar,nawi,baseline,,,,,,,5,,,basic_unit,waste,waiv,,,{'unit_process_name': 'waiv'}
,,,,,,,,,,,,,,,,,
produced_water_injection,nawi,baseline,,,,,,,5,,,passthrough,intake,produced_water_intake,holding_tank,outlet,"{'unit_process_name': 'passthrough', 'water_type': ['produced_water_for_dw']}"
produced_water_injection,nawi,baseline,,,,,,,5,,,holding_tank,treatment,holding_tank,injection_well_disposal,outlet,"{'avg_storage_time': 2, 'surge_cap': 0.2}"
produced_water_injection,nawi,baseline,,,,,,,5,,,basic_unit,use,injection_well_disposal,,,{'unit_process_name': 'injection_well_disposal'}
,,,,,,,,,,,,,,,,,
what if: Brine intensification technology to reduce the brine (MVR Distillation = brine concentrator),,,,,,,,,,,,,,,,,
produced_water_injection,nawi,swd_well,,,,,,,5,,,holding_tank,intake,holding_tank,coag_and_floc,outlet,"{'avg_storage_time': 2, 'surge_cap': 0.2, 'water_type': ['produced_water_for_dw']}"
produced_water_injection,nawi,swd_well,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"sedimentation,solids_dewatering_disposal","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
produced_water_injection,nawi,swd_well,4.5,4.5,,,,,5,,,sedimentation,treatment,sedimentation,"ph_adjustment,solids_dewatering_disposal","outlet,waste",{'settling_velocity': 0.005}
produced_water_injection,nawi,swd_well,,,,,,,5,,,sulfuric_acid_addition,treatment,ph_adjustment,brine_concentrator,outlet,{'dose': 5}
produced_water_injection,nawi,swd_well,3,3,,,,,5,,,brine_concentrator,treatment,brine_concentrator,"industrial,holding_tank_2","outlet,waste",
produced_water_injection,nawi,swd_well,,,,,,,5,,,holding_tank,treatment,holding_tank_2,injection_well_disposal,outlet,"{'avg_storage_time': 2, 'surge_cap': 0.2}"
produced_water_injection,nawi,swd_well,,,,,,,5,,,basic_unit,use,injection_well_disposal,,,{'unit_process_name': 'injection_well_disposal'}
produced_water_injection,nawi,swd_well,,,,,,,5,,,basic_unit,use,industrial,,,{'unit_process_name': 'industrial'}
produced_water_injection,nawi,swd_well,,,,,,,5,,,basic_unit,waste,solids_dewatering_disposal,,,{'unit_process_name': 'injection_well_disposal'}
